"","RECORDING_SESSION_LABEL","sentence","word_complex","preview","condition","CURRENT_FIX_INDEX","CURRENT_FIX_INTEREST_AREA_ID","CURRENT_FIX_INTEREST_AREA_RUN_ID","CURRENT_FIX_X","X","X.1","index"
"1236","05wyh",122,"HC","JH","HC_JH",8,"5","1",642,NA,0,1236
"1237","05wyh",122,"HC","JH","HC_JH",9,"5","1",694.8,NA,1,1237
"1238","05wyh",122,"HC","JH","HC_JH",10,"1","2",207.2,NA,0,1238
"1239","05wyh",34,"LC","JL","LC_JL",1,"1","1",119.6,NA,0,1239
"1240","05wyh",34,"LC","JL","LC_JL",2,"1","1",195.6,NA,0,1240
"1241","05wyh",34,"LC","JL","LC_JL",3,"1","1",244.1,NA,0,1241
"1242","05wyh",34,"LC","JL","LC_JL",4,"1","1",340.3,NA,1,1242
"1243","05wyh",34,"LC","JL","LC_JL",5,"3","1",403.6,NA,0,1243
"1244","05wyh",34,"LC","JL","LC_JL",6,"3","1",386.8,NA,1,1244
"1245","05wyh",34,"LC","JL","LC_JL",7,"5","1",455.5,NA,0,1245
"1246","05wyh",34,"LC","JL","LC_JL",8,"5","1",571,NA,0,1246
"1247","05wyh",34,"LC","JL","LC_JL",9,"5","1",608.2,NA,0,1247
"1248","05wyh",34,"LC","JL","LC_JL",10,"5","1",706.6,NA,1,1248
"1249","05wyh",34,"LC","JL","LC_JL",11,"1","2",205.8,NA,0,1249
"1250","05wyh",53,"LC","JH","LC_JH",1,"1","1",135.2,NA,0,1250
"1251","05wyh",53,"LC","JH","LC_JH",2,"1","1",215.4,NA,0,1251
"1252","05wyh",53,"LC","JH","LC_JH",3,"1","1",352,NA,1,1252
"1253","05wyh",53,"LC","JH","LC_JH",4,"3","1",454.6,NA,1,1253
"1254","05wyh",53,"LC","JH","LC_JH",5,"5","1",516.7,NA,0,1254
"1255","05wyh",53,"LC","JH","LC_JH",6,"5","1",613.6,NA,0,1255
"1256","05wyh",53,"LC","JH","LC_JH",7,"5","1",632.7,NA,0,1256
"1257","05wyh",53,"LC","JH","LC_JH",8,"5","1",539.2,NA,0,1257
"1258","05wyh",53,"LC","JH","LC_JH",9,"5","1",649.5,NA,1,1258
"1259","05wyh",53,"LC","JH","LC_JH",10,"1","2",194.8,NA,0,1259
"1260","05wyh",124,"HC","JH","HC_JH",1,"1","1",124.6,NA,0,1260
"1261","05wyh",124,"HC","JH","HC_JH",2,"1","1",211.2,NA,1,1261
"1262","05wyh",124,"HC","JH","HC_JH",3,"2","1",284.1,NA,1,1262
"1263","05wyh",124,"HC","JH","HC_JH",4,"3","1",328.7,NA,0,1263
"1264","05wyh",124,"HC","JH","HC_JH",5,"3","1",328.1,NA,1,1264
"1265","05wyh",124,"HC","JH","HC_JH",6,"5","1",433.4,NA,0,1265
"1266","05wyh",124,"HC","JH","HC_JH",7,"5","1",524.9,NA,0,1266
"1267","05wyh",124,"HC","JH","HC_JH",8,"5","1",593,NA,0,1267
"1268","05wyh",124,"HC","JH","HC_JH",9,"5","1",696.1,NA,0,1268
"1269","05wyh",124,"HC","JH","HC_JH",10,"5","1",732,NA,0,1269
"1270","05wyh",124,"HC","JH","HC_JH",11,"5","1",604.2,NA,1,1270
"1271","05wyh",124,"HC","JH","HC_JH",12,"1","2",193.6,NA,1,1271
"1272","05wyh",124,"HC","JH","HC_JH",13,"2","2",294.3,NA,1,1272
"1273","05wyh",83,"HC","TP","HC_TP",1,"1","1",122.7,NA,0,1273
"1274","05wyh",83,"HC","TP","HC_TP",2,"1","1",200,NA,0,1274
"1275","05wyh",83,"HC","TP","HC_TP",3,"1","1",282.8,NA,0,1275
"1276","05wyh",83,"HC","TP","HC_TP",4,"1","1",190.5,NA,0,1276
"1277","05wyh",83,"HC","TP","HC_TP",5,"1","1",319.2,NA,0,1277
"1278","05wyh",83,"HC","TP","HC_TP",6,"1","1",406.3,NA,1,1278
"1279","05wyh",83,"HC","TP","HC_TP",7,"2","1",490,NA,1,1279
"1280","05wyh",83,"HC","TP","HC_TP",8,"1","2",401.6,NA,0,1280
"1281","05wyh",83,"HC","TP","HC_TP",9,"1","2",448.9,NA,1,1281
"1282","05wyh",83,"HC","TP","HC_TP",10,"3","1",529.6,NA,1,1282
"1283","05wyh",83,"HC","TP","HC_TP",11,"5","1",672.2,NA,0,1283
"1284","05wyh",83,"HC","TP","HC_TP",12,"5","1",722.3,NA,1,1284
"1285","05wyh",65,"HC","ID","HC_ID",1,"1","1",123,NA,0,1285
"1286","05wyh",65,"HC","ID","HC_ID",2,"1","1",225.4,NA,0,1286
"1287","05wyh",65,"HC","ID","HC_ID",3,"1","1",297.7,NA,0,1287
"1288","05wyh",65,"HC","ID","HC_ID",4,"1","1",353.2,NA,0,1288
"1289","05wyh",65,"HC","ID","HC_ID",5,"1","1",414.9,NA,1,1289
"1290","05wyh",65,"HC","ID","HC_ID",6,"2","1",521.2,NA,1,1290
"1291","05wyh",65,"HC","ID","HC_ID",7,"3","1",568.6,NA,1,1291
"1292","05wyh",65,"HC","ID","HC_ID",8,"5","1",682.8,NA,1,1292
"1293","05wyh",65,"HC","ID","HC_ID",9,"1","2",219.5,NA,0,1293
"1294","05wyh",89,"HC","TP","HC_TP",1,"1","1",120.1,NA,0,1294
"1295","05wyh",89,"HC","TP","HC_TP",2,"1","1",202.8,NA,0,1295
"1296","05wyh",89,"HC","TP","HC_TP",3,"1","1",278.9,NA,0,1296
"1297","05wyh",89,"HC","TP","HC_TP",4,"1","1",351.3,NA,1,1297
"1298","05wyh",89,"HC","TP","HC_TP",5,"2","1",420.2,NA,1,1298
"1299","05wyh",89,"HC","TP","HC_TP",6,"4","1",502.9,NA,1,1299
"1300","05wyh",89,"HC","TP","HC_TP",7,"5","1",598.5,NA,0,1300
"1301","05wyh",89,"HC","TP","HC_TP",8,"5","1",662.5,NA,1,1301
"1302","05wyh",89,"HC","TP","HC_TP",9,"2","2",417.9,NA,1,1302
"1303","05wyh",84,"HC","TP","HC_TP",1,"1","1",122.6,NA,0,1303
"1304","05wyh",84,"HC","TP","HC_TP",2,"1","1",235.2,NA,1,1304
"1305","05wyh",84,"HC","TP","HC_TP",3,"2","1",289.7,NA,0,1305
"1306","05wyh",84,"HC","TP","HC_TP",4,"2","1",303.4,NA,0,1306
"1307","05wyh",84,"HC","TP","HC_TP",5,"2","1",275.2,NA,1,1307
"1308","05wyh",84,"HC","TP","HC_TP",6,"3","1",330.4,NA,1,1308
"1309","05wyh",84,"HC","TP","HC_TP",7,"5","1",381.8,NA,0,1309
"1310","05wyh",84,"HC","TP","HC_TP",8,"5","1",520.3,NA,0,1310
"1311","05wyh",84,"HC","TP","HC_TP",9,"5","1",574,NA,0,1311
"1312","05wyh",84,"HC","TP","HC_TP",10,"5","1",484.2,NA,0,1312
"1313","05wyh",84,"HC","TP","HC_TP",11,"5","1",583.5,NA,0,1313
"1314","05wyh",84,"HC","TP","HC_TP",12,"5","1",670.9,NA,0,1314
"1315","05wyh",84,"HC","TP","HC_TP",13,"5","1",695.3,NA,1,1315
"1316","05wyh",84,"HC","TP","HC_TP",14,"1","2",207.6,NA,0,1316
"1317","05wyh",99,"HC","JL","HC_JL",1,"1","1",116.7,NA,0,1317
"1318","05wyh",99,"HC","JL","HC_JL",2,"1","1",183.4,NA,0,1318
"1319","05wyh",99,"HC","JL","HC_JL",3,"1","1",262.8,NA,1,1319
"1320","05wyh",99,"HC","JL","HC_JL",4,"4","1",344.8,NA,1,1320
"1321","05wyh",99,"HC","JL","HC_JL",5,"3","1",310.4,NA,1,1321
"1322","05wyh",99,"HC","JL","HC_JL",6,"4","2",359.2,NA,1,1322
"1323","05wyh",99,"HC","JL","HC_JL",7,"5","1",444.5,NA,0,1323
"1324","05wyh",99,"HC","JL","HC_JL",8,"5","1",487.6,NA,0,1324
"1325","05wyh",99,"HC","JL","HC_JL",9,"5","1",547.8,NA,0,1325
"1326","05wyh",99,"HC","JL","HC_JL",10,"5","1",610,NA,0,1326
"1327","05wyh",99,"HC","JL","HC_JL",11,"5","1",539.9,NA,0,1327
"1328","05wyh",99,"HC","JL","HC_JL",12,"5","1",625.8,NA,0,1328
"1329","05wyh",99,"HC","JL","HC_JL",13,"5","1",705.7,NA,1,1329
"1330","05wyh",99,"HC","JL","HC_JL",14,"1","2",207.9,NA,1,1330
"1331","05wyh",99,"HC","JL","HC_JL",15,"2","1",296.8,NA,1,1331
"1332","05wyh",66,"HC","ID","HC_ID",1,"1","1",102.9,NA,0,1332
"1333","05wyh",66,"HC","ID","HC_ID",2,"1","1",197.4,NA,1,1333
"1334","05wyh",66,"HC","ID","HC_ID",3,"2","1",262.3,NA,1,1334
"1335","05wyh",66,"HC","ID","HC_ID",4,"4","1",337.2,NA,1,1335
"1336","05wyh",66,"HC","ID","HC_ID",5,"5","1",414.1,NA,0,1336
"1337","05wyh",66,"HC","ID","HC_ID",6,"5","1",513.2,NA,0,1337
"1338","05wyh",66,"HC","ID","HC_ID",7,"5","1",620,NA,0,1338
"1339","05wyh",66,"HC","ID","HC_ID",8,"5","1",690.9,NA,1,1339
"1340","05wyh",25,"LC","TP","LC_TP",1,"1","1",119.2,NA,0,1340
"1341","05wyh",25,"LC","TP","LC_TP",2,"1","1",215,NA,0,1341
"1342","05wyh",25,"LC","TP","LC_TP",3,"1","1",178.2,NA,0,1342
"1343","05wyh",25,"LC","TP","LC_TP",4,"1","1",268,NA,1,1343
"1344","05wyh",25,"LC","TP","LC_TP",5,"4","1",343.4,NA,1,1344
"1345","05wyh",25,"LC","TP","LC_TP",6,"5","1",421.2,NA,0,1345
"1346","05wyh",25,"LC","TP","LC_TP",7,"5","1",461.5,NA,0,1346
"1347","05wyh",25,"LC","TP","LC_TP",8,"5","1",598,NA,0,1347
"1348","05wyh",25,"LC","TP","LC_TP",9,"5","1",644,NA,1,1348
"1349","05wyh",25,"LC","TP","LC_TP",10,"3","1",316.5,NA,1,1349
"1350","05wyh",25,"LC","TP","LC_TP",11,"1","2",231.6,NA,0,1350
"1351","05wyh",11,"LC","ID","LC_ID",1,"1","1",123.4,NA,0,1351
"1352","05wyh",11,"LC","ID","LC_ID",2,"1","1",214.6,NA,0,1352
"1353","05wyh",11,"LC","ID","LC_ID",3,"1","1",294.6,NA,0,1353
"1354","05wyh",11,"LC","ID","LC_ID",4,"1","1",384.1,NA,0,1354
"1355","05wyh",11,"LC","ID","LC_ID",5,"1","1",482.4,NA,1,1355
"1356","05wyh",11,"LC","ID","LC_ID",6,"3","1",550.5,NA,1,1356
"1357","05wyh",11,"LC","ID","LC_ID",7,"1","2",376.7,NA,0,1357
"1358","05wyh",11,"LC","ID","LC_ID",8,"1","2",448.4,NA,1,1358
"1359","05wyh",11,"LC","ID","LC_ID",9,"3","2",574.2,NA,1,1359
"1360","05wyh",11,"LC","ID","LC_ID",10,"5","1",699.7,NA,0,1360
"1361","05wyh",11,"LC","ID","LC_ID",11,"5","1",751.7,NA,1,1361
"1362","05wyh",33,"LC","JL","LC_JL",1,"1","1",128.2,NA,0,1362
"1363","05wyh",33,"LC","JL","LC_JL",2,"1","1",224,NA,0,1363
"1364","05wyh",33,"LC","JL","LC_JL",3,"1","1",317.9,NA,1,1364
"1365","05wyh",33,"LC","JL","LC_JL",4,"3","1",379.8,NA,1,1365
"1366","05wyh",33,"LC","JL","LC_JL",5,"5","1",479.7,NA,1,1366
"1367","05wyh",33,"LC","JL","LC_JL",6,"3","2",391.2,NA,1,1367
"1368","05wyh",33,"LC","JL","LC_JL",7,"5","2",463.6,NA,0,1368
"1369","05wyh",33,"LC","JL","LC_JL",8,"5","2",516.3,NA,0,1369
"1370","05wyh",33,"LC","JL","LC_JL",9,"5","2",569.7,NA,0,1370
"1371","05wyh",33,"LC","JL","LC_JL",10,"5","2",632.3,NA,1,1371
"1372","05wyh",33,"LC","JL","LC_JL",11,"1","2",229.3,NA,0,1372
"1373","06wh",3,"LC","ID","LC_ID",1,"1","1",118.6,NA,0,1373
"1374","06wh",3,"LC","ID","LC_ID",2,"1","1",208.8,NA,0,1374
"1375","06wh",3,"LC","ID","LC_ID",3,"1","1",311.3,NA,0,1375
"1376","06wh",3,"LC","ID","LC_ID",4,"1","1",413.5,NA,1,1376
"1377","06wh",3,"LC","ID","LC_ID",5,"2","1",456.3,NA,1,1377
"1378","06wh",124,"HC","JH","HC_JH",1,"1","1",124.9,NA,0,1378
"1379","06wh",124,"HC","JH","HC_JH",2,"1","1",205.2,NA,1,1379
"1380","06wh",124,"HC","JH","HC_JH",3,"2","1",298.4,NA,1,1380
"1381","06wh",124,"HC","JH","HC_JH",4,"5","1",493,NA,0,1381
"1382","06wh",124,"HC","JH","HC_JH",5,"5","1",545.4,NA,0,1382
"1383","06wh",124,"HC","JH","HC_JH",6,"5","1",681.4,NA,1,1383
"1384","06wh",116,"HC","JH","HC_JH",1,"1","1",268.1,NA,0,1384
"1385","06wh",116,"HC","JH","HC_JH",2,"1","1",290.2,NA,0,1385
"1386","06wh",116,"HC","JH","HC_JH",3,"1","1",335.7,NA,1,1386
"1387","06wh",116,"HC","JH","HC_JH",4,"4","1",477.4,NA,1,1387
"1388","06wh",116,"HC","JH","HC_JH",5,"5","1",605.3,NA,0,1388
"1389","06wh",116,"HC","JH","HC_JH",6,"5","1",663.7,NA,1,1389
"1390","06wh",55,"LC","JH","LC_JH",1,"1","1",133,NA,0,1390
"1391","06wh",55,"LC","JH","LC_JH",2,"1","1",181.8,NA,1,1391
"1392","06wh",55,"LC","JH","LC_JH",3,"3","1",372.3,NA,1,1392
"1393","06wh",58,"LC","JH","LC_JH",1,"1","1",200.2,NA,0,1393
"1394","06wh",58,"LC","JH","LC_JH",2,"1","1",268.3,NA,1,1394
"1395","06wh",58,"LC","JH","LC_JH",3,"5","1",470,NA,1,1395
"1396","06wh",58,"LC","JH","LC_JH",4,"3","1",389.9,NA,1,1396
"1397","06wh",58,"LC","JH","LC_JH",5,"5","2",575.4,NA,0,1397
"1398","06wh",58,"LC","JH","LC_JH",6,"5","2",478.5,NA,1,1398
"1399","06wh",13,"LC","ID","LC_ID",1,"1","1",127.2,NA,0,1399
"1400","06wh",13,"LC","ID","LC_ID",2,"1","1",223.8,NA,1,1400
"1401","06wh",13,"LC","ID","LC_ID",3,"2","1",397.9,NA,1,1401
"1402","06wh",13,"LC","ID","LC_ID",4,"5","1",506.4,NA,0,1402
"1403","06wh",13,"LC","ID","LC_ID",5,"5","1",605.5,NA,0,1403
"1404","06wh",13,"LC","ID","LC_ID",6,"5","1",636.4,NA,1,1404
"1405","06wh",10,"LC","ID","LC_ID",1,"1","1",120.9,NA,0,1405
"1406","06wh",10,"LC","ID","LC_ID",2,"1","1",254.4,NA,0,1406
"1407","06wh",10,"LC","ID","LC_ID",3,"1","1",402.4,NA,1,1407
"1408","06wh",10,"LC","ID","LC_ID",4,"5","1",570.4,NA,1,1408
"1409","06wh",10,"LC","ID","LC_ID",5,"2","1",440.6,NA,1,1409
"1410","06wh",91,"HC","TP","HC_TP",1,"1","1",150.5,NA,0,1410
"1411","06wh",91,"HC","TP","HC_TP",2,"1","1",402.5,NA,0,1411
"1412","06wh",91,"HC","TP","HC_TP",3,"1","1",315.3,NA,1,1412
"1413","06wh",91,"HC","TP","HC_TP",4,"4","1",553.9,NA,1,1413
"1414","06wh",76,"HC","ID","HC_ID",1,"1","1",127.7,NA,0,1414
"1415","06wh",76,"HC","ID","HC_ID",2,"1","1",238.7,NA,1,1415
"1416","06wh",76,"HC","ID","HC_ID",3,"3","1",309.4,NA,1,1416
"1417","06wh",76,"HC","ID","HC_ID",4,"5","1",445.1,NA,0,1417
"1418","06wh",76,"HC","ID","HC_ID",5,"5","1",473.8,NA,0,1418
"1419","06wh",76,"HC","ID","HC_ID",6,"5","1",581.7,NA,1,1419
"1420","06wh",7,"LC","ID","LC_ID",1,"1","1",134.4,NA,0,1420
"1421","06wh",7,"LC","ID","LC_ID",2,"1","1",190,NA,0,1421
"1422","06wh",7,"LC","ID","LC_ID",3,"1","1",301.5,NA,1,1422
"1423","06wh",7,"LC","ID","LC_ID",4,"5","1",570.4,NA,0,1423
"1424","06wh",7,"LC","ID","LC_ID",5,"5","1",626.5,NA,1,1424
"1425","06wh",7,"LC","ID","LC_ID",6,"3","1",476.7,NA,1,1425
"1426","06wh",105,"HC","JL","HC_JL",1,"1","1",127.5,NA,0,1426
"1427","06wh",105,"HC","JL","HC_JL",2,"1","1",224.1,NA,1,1427
"1428","06wh",105,"HC","JL","HC_JL",3,"5","1",360.3,NA,0,1428
"1429","06wh",105,"HC","JL","HC_JL",4,"5","1",410.6,NA,0,1429
"1430","06wh",105,"HC","JL","HC_JL",5,"5","1",580.6,NA,1,1430
"1431","06wh",19,"LC","TP","LC_TP",1,"1","1",128.2,NA,0,1431
"1432","06wh",19,"LC","TP","LC_TP",2,"1","1",163.4,NA,0,1432
"1433","06wh",19,"LC","TP","LC_TP",3,"1","1",214.8,NA,0,1433
"1434","06wh",19,"LC","TP","LC_TP",4,"1","1",290.7,NA,0,1434
"1435","06wh",19,"LC","TP","LC_TP",5,"1","1",335.9,NA,0,1435
"1436","06wh",19,"LC","TP","LC_TP",6,"1","1",468.7,NA,1,1436
"1437","06wh",19,"LC","TP","LC_TP",7,"2","1",506.6,NA,1,1437
"1438","06wh",19,"LC","TP","LC_TP",8,"4","1",572.7,NA,1,1438
"1439","06wh",19,"LC","TP","LC_TP",9,"1","2",317.5,NA,0,1439
"1440","06wh",106,"HC","JL","HC_JL",1,"1","1",121.1,NA,0,1440
"1441","06wh",106,"HC","JL","HC_JL",2,"1","1",219.3,NA,1,1441
"1442","06wh",106,"HC","JL","HC_JL",3,"3","1",354.3,NA,1,1442
"1443","06wh",106,"HC","JL","HC_JL",4,"5","1",483.9,NA,0,1443
"1444","06wh",106,"HC","JL","HC_JL",5,"5","1",579.6,NA,0,1444
"1445","06wh",106,"HC","JL","HC_JL",6,"5","1",616.9,NA,1,1445
"1446","06wh",61,"LC","JH","LC_JH",1,"1","1",123.4,NA,0,1446
"1447","06wh",61,"LC","JH","LC_JH",2,"1","1",204.5,NA,0,1447
"1448","06wh",61,"LC","JH","LC_JH",3,"1","1",384.2,NA,1,1448
"1449","06wh",61,"LC","JH","LC_JH",4,"3","1",460.2,NA,1,1449
"1450","06wh",61,"LC","JH","LC_JH",5,"5","1",626,NA,1,1450
"1451","06wh",16,"LC","ID","LC_ID",1,"1","1",122.3,NA,0,1451
"1452","06wh",16,"LC","ID","LC_ID",2,"1","1",259.8,NA,1,1452
"1453","06wh",16,"LC","ID","LC_ID",3,"5","1",384.4,NA,0,1453
"1454","06wh",16,"LC","ID","LC_ID",4,"5","1",508.3,NA,0,1454
"1455","06wh",16,"LC","ID","LC_ID",5,"5","1",608.7,NA,1,1455
"1456","06wh",81,"HC","TP","HC_TP",1,"1","1",129.6,NA,0,1456
"1457","06wh",81,"HC","TP","HC_TP",2,"1","1",241.3,NA,1,1457
"1458","06wh",81,"HC","TP","HC_TP",3,"3","1",408.2,NA,1,1458
"1459","06wh",81,"HC","TP","HC_TP",4,"5","1",492.9,NA,0,1459
"1460","06wh",81,"HC","TP","HC_TP",5,"5","1",606.8,NA,1,1460
"1461","06wh",70,"HC","ID","HC_ID",1,"1","1",120.4,NA,0,1461
"1462","06wh",70,"HC","ID","HC_ID",2,"1","1",239.2,NA,1,1462
"1463","06wh",70,"HC","ID","HC_ID",3,"3","1",329.5,NA,1,1463
"1464","06wh",70,"HC","ID","HC_ID",4,"5","1",405.9,NA,0,1464
"1465","06wh",70,"HC","ID","HC_ID",5,"5","1",448.7,NA,0,1465
"1466","06wh",70,"HC","ID","HC_ID",6,"5","1",571.1,NA,1,1466
"1467","06wh",70,"HC","ID","HC_ID",7,"3","2",332.6,NA,1,1467
"1468","06wh",123,"HC","JH","HC_JH",1,"1","1",121.8,NA,0,1468
"1469","06wh",123,"HC","JH","HC_JH",2,"1","1",203.1,NA,0,1469
"1470","06wh",123,"HC","JH","HC_JH",3,"1","1",371.9,NA,1,1470
"1471","06wh",123,"HC","JH","HC_JH",4,"2","1",460.2,NA,1,1471
"1472","06wh",123,"HC","JH","HC_JH",5,"3","1",502.7,NA,1,1472
"1473","06wh",117,"HC","JH","HC_JH",1,"1","1",130.8,NA,0,1473
"1474","06wh",117,"HC","JH","HC_JH",2,"1","1",282.1,NA,0,1474
"1475","06wh",117,"HC","JH","HC_JH",3,"1","1",354,NA,1,1475
"1476","06wh",117,"HC","JH","HC_JH",4,"3","1",486,NA,1,1476
"1477","06wh",121,"HC","JH","HC_JH",1,"1","1",150.35,NA,0,1477
"1478","06wh",121,"HC","JH","HC_JH",2,"1","1",274.2,NA,0,1478
"1479","06wh",121,"HC","JH","HC_JH",3,"1","1",348.5,NA,1,1479
"1480","06wh",121,"HC","JH","HC_JH",4,"3","1",469.4,NA,1,1480
"1481","06wh",121,"HC","JH","HC_JH",5,"5","1",610.6,NA,1,1481
"1482","06wh",79,"HC","ID","HC_ID",1,"1","1",124.4,NA,1,1482
"1483","06wh",79,"HC","ID","HC_ID",2,"2","1",265.6,NA,1,1483
"1484","06wh",79,"HC","ID","HC_ID",3,"4","1",322.7,NA,1,1484
"1485","06wh",79,"HC","ID","HC_ID",4,"5","1",396,NA,0,1485
"1486","06wh",79,"HC","ID","HC_ID",5,"5","1",572.7,NA,1,1486
"1487","06wh",40,"LC","JL","LC_JL",1,"1","1",112,NA,0,1487
"1488","06wh",40,"LC","JL","LC_JL",2,"1","1",180.7,NA,0,1488
"1489","06wh",40,"LC","JL","LC_JL",3,"1","1",364.5,NA,1,1489
"1490","06wh",40,"LC","JL","LC_JL",4,"2","1",438.8,NA,1,1490
"1491","06wh",83,"HC","TP","HC_TP",1,"1","1",189,NA,0,1491
"1492","06wh",83,"HC","TP","HC_TP",2,"1","1",324.2,NA,0,1492
"1493","06wh",83,"HC","TP","HC_TP",3,"1","1",350.4,NA,0,1493
"1494","06wh",83,"HC","TP","HC_TP",4,"1","1",245.7,NA,0,1494
"1495","06wh",83,"HC","TP","HC_TP",5,"1","1",466.7,NA,1,1495
"1496","06wh",83,"HC","TP","HC_TP",6,"3","1",523.2,NA,1,1496
"1497","06wh",83,"HC","TP","HC_TP",7,"4","1",563,NA,1,1497
"1498","06wh",83,"HC","TP","HC_TP",8,"5","1",627.5,NA,1,1498
"1499","06wh",89,"HC","TP","HC_TP",1,"1","1",122.2,NA,0,1499
"1500","06wh",89,"HC","TP","HC_TP",2,"1","1",190.3,NA,0,1500
"1501","06wh",89,"HC","TP","HC_TP",3,"1","1",279.4,NA,1,1501
"1502","06wh",89,"HC","TP","HC_TP",4,"3","1",446.9,NA,0,1502
"1503","06wh",89,"HC","TP","HC_TP",5,"3","1",464,NA,1,1503
"1504","06wh",89,"HC","TP","HC_TP",6,"5","1",536.8,NA,1,1504
"1505","06wh",92,"HC","TP","HC_TP",1,"1","1",122,NA,0,1505
"1506","06wh",92,"HC","TP","HC_TP",2,"1","1",198.1,NA,1,1506
"1507","06wh",92,"HC","TP","HC_TP",3,"3","1",370.7,NA,1,1507
"1508","06wh",92,"HC","TP","HC_TP",4,"5","1",447,NA,0,1508
"1509","06wh",92,"HC","TP","HC_TP",5,"5","1",547.1,NA,0,1509
"1510","06wh",92,"HC","TP","HC_TP",6,"5","1",659.3,NA,1,1510
"1511","06wh",36,"LC","JL","LC_JL",1,"1","1",120.7,NA,0,1511
"1512","06wh",36,"LC","JL","LC_JL",2,"1","1",199.5,NA,0,1512
"1513","06wh",36,"LC","JL","LC_JL",3,"1","1",343.4,NA,1,1513
"1514","06wh",36,"LC","JL","LC_JL",4,"3","1",453.1,NA,1,1514
"1515","06wh",36,"LC","JL","LC_JL",5,"1","2",381,NA,1,1515
"1516","06wh",36,"LC","JL","LC_JL",6,"4","1",478.9,NA,1,1516
"1517","06wh",36,"LC","JL","LC_JL",7,"5","1",529.4,NA,0,1517
"1518","06wh",36,"LC","JL","LC_JL",8,"5","1",579.9,NA,1,1518
"1519","06wh",26,"LC","TP","LC_TP",1,"1","1",230.4,NA,0,1519
"1520","06wh",26,"LC","TP","LC_TP",2,"1","1",279.3,NA,1,1520
"1521","06wh",26,"LC","TP","LC_TP",3,"3","1",430.5,NA,1,1521
"1522","06wh",26,"LC","TP","LC_TP",4,"4","1",459.6,NA,1,1522
"1523","06wh",26,"LC","TP","LC_TP",5,"5","1",576,NA,0,1523
"1524","06wh",26,"LC","TP","LC_TP",6,"5","1",646.4,NA,1,1524
"1525","06wh",119,"HC","JH","HC_JH",1,"1","1",119.8,NA,0,1525
"1526","06wh",119,"HC","JH","HC_JH",2,"1","1",194.4,NA,1,1526
"1527","06wh",119,"HC","JH","HC_JH",3,"2","1",348.9,NA,1,1527
"1528","06wh",119,"HC","JH","HC_JH",4,"4","1",410.5,NA,1,1528
"1529","06wh",119,"HC","JH","HC_JH",5,"5","1",476,NA,0,1529
"1530","06wh",119,"HC","JH","HC_JH",6,"5","1",620.7,NA,1,1530
"1531","06wh",44,"LC","JL","LC_JL",1,"1","1",122.5,NA,0,1531
"1532","06wh",44,"LC","JL","LC_JL",2,"1","1",201.3,NA,0,1532
"1533","06wh",44,"LC","JL","LC_JL",3,"1","1",319.9,NA,1,1533
"1534","06wh",44,"LC","JL","LC_JL",4,"2","1",440.4,NA,1,1534
"1535","06wh",44,"LC","JL","LC_JL",5,"4","1",488.2,NA,1,1535
"1536","06wh",44,"LC","JL","LC_JL",6,"5","1",613.6,NA,0,1536
"1537","06wh",44,"LC","JL","LC_JL",7,"5","1",599.2,NA,1,1537
"1538","06wh",125,"HC","JH","HC_JH",1,"1","1",112.9,NA,0,1538
"1539","06wh",125,"HC","JH","HC_JH",2,"1","1",172.6,NA,1,1539
"1540","06wh",125,"HC","JH","HC_JH",3,"2","1",328.5,NA,1,1540
